~$6,,~$8,,~$36,,
$8.5,7942525,$17.0,8108429,$24.0,8347175,
$8.5,7942525,$17.0,8108439,$24.0,8347174,
$8.5,7942615,$17.0,8108440,$24.0,8350028,
$8.5,7942559,$17.0,8108438,$24.0,8350028,
$8.5,7942669,$17.0,8108438,$24.0,8249648,
$8.5,7942525,$17.0,8108447,$24.0,8212732,
$8.5,7942722,$17.0,8108447,$24.0,8065275,
$8.5,8333620,$17.0,8108447,$24.0,8212732,
$8.5,7942227,$17.0,8158560,$24.0,8351595,
$8.5,7942559,$17.0,8166954,$24.0,8212732,
$8.5,7942525,$17.0,8166952,$24.0,8351690,
$8.5,7942559,$17.0,8166957,$24.0,8351873,
$8.5,7942669,$17.0,8166956,$24.0,8351690,
$8.5,7942559,$17.0,8166961,$24.0,8249647,
$8.5,7942213,$17.0,8166951,$24.0,8351710,
$8.5,7942559,$17.0,8166952,$24.0,8351846,
$8.5,7942525,$17.0,8166958,$24.0,8348913,
$8.5,8346742,$17.0,8166959,$24.0,8348913,
$8.5,7942227,$17.0,8166950,$24.0,8351894,
$8.5,7942722,$17.0,8166960,$24.0,8351846,
$8.5,8346742,$17.0,8166962,$24.0,8353046,
$8.5,7942559,$17.0,8166955,$24.0,8355286,
$8.5,7942615,$16.5,7620585,$24.0,7905023,
$8.5,7942669,$16.5,7817977,$24.0,8251385,
$8.5,8041301,$16.5,7817977,$24.0,8249881,
$8.5,8055575,$16.5,7817979,$24.0,8251385,
$8.5,7942669,$16.5,7891262,$24.0,8256628,
$8.5,7942305,$16.5,8111486,$24.0,7905004,
$8.5,7942669,$16.5,8213971,$24.0,7905023,
$8.5,7942669,$16.5,8213971,$24.0,7743118,
$8.5,7942669,$16.5,8213971,$24.0,7905027,
$8.5,8346742,$16.5,8213971,$24.0,8095032,
$8.5,7942615,$16.5,8213971,$24.0,8066071,
$8.5,7942669,$16.5,8213971,$24.0,8258244,
$8.5,7942722,$16.5,8369580,$24.0,8258392,
$8.5,7942722,$16.5,8369580,$24.0,8350157,
$8.5,7942722,$16.5,8420186,$24.0,8260038,
$8.5,7942722,$16.95,8077377,$24.0,8260035,
$8.5,7942722,$16.95,8077366,$24.0,8260039,
$8.5,8055691,$16.95,8077363,$24.0,8262560,
$8.5,7942559,$16.95,8077368,$24.0,8262914,
$8.5,8346742,$16.95,8342840,$24.0,8031745,
$8.5,7942559,$16.95,8342840,$24.0,8262913,
$8.5,7942559,$16.95,8369914,$24.0,8262913,
$8.5,7942615,$16.95,8369916,$24.0,8262562,
$8.5,7942525,$16.95,8369926,$24.0,7882244,
$8.5,7942615,$16.95,8374343,$24.0,8264446,
$8.5,7942525,$16.95,8374343,$24.0,8267200,
$8.5,7942669,$16.95,8374343,$24.0,8271929,
$8.5,7942722,$16.95,8374343,$24.0,8262468,
$8.5,8041301,$16.95,8388165,$24.0,8280856,
$8.5,7942669,$16.95,8388165,$24.0,8280868,
$8.5,7942722,$16.95,8388165,$24.0,8271743,
$8.5,7942525,$16.99,7769635,$24.0,8271484,
$8.5,7942669,$16.99,7865706,$24.0,8271550,
$8.5,8041301,$16.99,7918249,$24.0,8271879,
$8.5,7942559,$16.99,8037546,$24.0,8091979,
$8.5,7942669,$16.99,8062171,$24.0,8278951,
$8.5,7942559,$16.99,7826339,$24.0,8277117,
$8.5,7942559,$16.99,8076260,$24.0,8282184,
$8.5,7942722,$16.99,7826339,$24.0,8282184,
$8.5,7942722,$16.99,7826339,$24.0,8283219,
$8.5,7942559,$16.99,8105451,$24.0,8283219,
$8.5,7942722,$16.99,8159972,$24.0,8146533,
$8.5,7942615,$16.99,8159973,$24.0,8282184,
$8.5,7942559,$16.99,8159973,$24.0,8282184,
$8.5,7942669,$16.99,8166308,$24.0,8287964,
$8.5,7942722,$16.99,8231572,$24.0,8249490,
$8.5,7942669,$16.99,8231544,$24.0,8296995,
$8.5,7942559,$16.99,8231554,$24.0,8296995,
$8.5,7942669,$16.99,8232056,$24.0,8296971,
$8.5,7942669,$16.99,8232084,$24.0,8296980,
$8.5,7942669,$16.99,8275927,$24.0,8296992,
$8.5,7942525,$16.99,8316210,$24.0,8303246,
$8.5,7942722,$16.99,8330554,$24.0,7783575,
$8.5,7942669,$16.99,8353841,$24.0,7539915,
$8.5,7942722,$16.99,8353841,$24.0,7539914,
$8.5,7942669,$16.99,8353335,$24.0,7783575,
$8.5,7942722,$16.99,8353335,$24.0,7539915,
$8.5,7942722,$16.99,8353335,$24.0,7539914,
$8.5,8333620,$16.99,8353841,$24.0,7783635,
$8.5,7942213,$16.99,8353831,$24.0,8300078,
$8.5,8333620,$16.99,8353831,$24.0,7783575,
$8.5,7942559,$16.99,8353831,$24.0,7539915,
$8.5,8326596,$16.99,8353827,$24.0,8300087,
$8.5,8326596,$16.99,8353827,$24.0,7539914,
$8.5,8326596,$16.99,8353827,$24.0,8300078,
$8.5,8372519,$16.99,8353827,$24.0,7540504,
$8.5,8372519,$16.99,8353827,$24.0,8300087,
$8.5,8372519,$16.99,8353831,$24.0,8303964,
$8.5,8372520,$16.99,8369899,$24.0,7783575,
$8.5,8372520,$16.99,8369897,$24.0,7919311,
$8.5,8372520,$16.99,8415522,$24.0,7919311,
$8.5,8372520,$16.99,8424239,$24.0,7539915,
$8.5,8372519,$16.99,8424239,$24.0,8110317,
$8.5,8372519,$16.99,8424239,$24.0,8300078,
$8.5,8372519,$16.99,8424239,$24.0,7983419,
$8.5,8386322,$16.99,8428568,$24.0,8303246,
$8.5,8386322,$16.99,8428565,$24.0,8303246,
$8.5,8386322,$16.99,8428874,$24.0,8303964,
$8.5,8386322,$16.99,8433499,$24.0,8303960,
$8.5,8386322,$16.99,8433498,$24.0,7905004,
$8.5,8386322,$16.99,8433499,$24.0,7905023,
$8.5,8409388,$17.0,7522783,$24.0,8303246,
$8.5,8409388,$17.0,7522783,$24.0,8306292,
$8.5,8409388,$17.0,7522786,$24.0,7783635,
$8.5,8409388,$17.0,7522783,$24.0,8306494,
$8.5,8409388,$17.0,7522786,$24.0,8304685,
$8.5,8409388,$17.0,7533745,$24.0,8304686,
$8.5,8450821,$17.0,7533741,$24.0,8304685,
$8.5,8450821,$17.0,7533741,$24.0,8304701,
$8.5,8450821,$17.0,7552338,$24.0,8304686,
$8.5,8450821,$17.0,7533745,$24.0,8304701,
$8.5,8450821,$17.0,7522783,$24.0,8110317,
$8.5,8450821,$17.0,7522786,$24.0,7783635,
$8.5,8478498,$17.0,7522783,$24.0,8164748,
$8.5,8478498,$17.0,7522786,$24.0,8110317,
$8.99,7735177,$17.0,7522783,$24.0,8164748,
$8.99,8231468,$17.0,7533745,$24.0,7983419,
$8.99,8231469,$17.0,7522783,$24.0,7905023,
$8.99,8231495,$17.0,8203267,$24.0,7783635,
$8.99,8231538,$17.0,8203267,$24.0,7983419,
$8.99,8231469,$17.0,8203267,$24.0,8387451,
$8.99,8231553,$17.0,7934831,$24.0,8355286,
$8.99,8232077,$17.0,8211468,$24.0,8389304,
$8.99,8231468,$17.0,7883485,$24.0,8389303,
$8.99,8231468,$17.0,7883485,$24.0,8389300,
$8.99,8232069,$17.0,8252765,$24.0,8271881,
$8.99,8232081,$17.0,8055478,$24.0,8390497,
$8.99,8232062,$17.0,8251981,$24.0,8391572,
$8.99,8231469,$17.0,8280884,$24.0,8391572,
$8.99,8231468,$17.0,7870428,$24.0,8390462,
$8.99,8231469,$17.0,8282079,$24.0,8390464,
$8.99,8231469,$17.0,7919730,$24.0,8390497,
$8.99,8232080,$17.0,8285052,$24.0,8390463,
$8.99,8232121,$17.0,8312270,$24.0,8390496,
$8.99,8231468,$17.0,8312240,$24.0,8390461,
$8.99,8231519,$17.0,8312270,$24.0,8390464,
$8.99,8231534,$17.0,8312270,$24.0,8390461,
$8.99,8231509,$17.0,8338352,$24.0,8392831,
$8.99,8232086,$17.0,8339246,$24.0,8390496,
$8.99,8231541,$17.0,8339246,$24.0,8271550,
$8.99,8231519,$17.0,8355457,$24.0,8271879,
$8.99,8263249,$17.0,8355457,$24.0,8271879,
$8.99,8263249,$17.0,8355457,$24.0,8271881,
$8.99,8263249,$17.0,8355457,$24.0,8271971,
$8.99,8263249,$17.0,8367725,$24.0,7750009,
$8.99,8263249,$17.0,8114883,$24.0,8271977,
$9.0,7489318,$17.0,8114868,$24.0,8271971,
$9.0,7548242,$17.0,8372525,$24.0,7750009,
$9.0,7754198,$17.0,8372524,$24.0,8392832,
$9.0,7754079,$17.0,8379901,$24.0,8392817,
$9.0,7792209,$17.0,8386323,$24.0,8392833,
$9.0,7817494,$17.0,8299803,$24.0,8392861,
$9.0,7817494,$17.0,8406912,$24.0,8393935,
$9.0,8075594,$17.0,8406923,$24.0,8271929,
$9.0,8075594,$17.0,8409389,$24.0,8392850,
$9.0,8075594,$17.0,8418169,$24.0,8392853,
$9.0,8109734,$17.0,8418169,$24.0,8392854,
$9.0,8109734,$17.0,8423372,$24.0,8393935,
$9.0,8304687,$17.0,8423372,$24.0,8395220,
$9.0,8150994,$17.0,8423372,$24.0,8394762,
$9.0,8150994,$17.0,8423901,$24.0,8390462,
$9.0,8150994,$17.0,8423901,$24.0,8395245,
$9.0,8362366,$17.0,8423901,$24.0,8395227,
$9.0,8362367,$17.0,8442524,$24.0,8395232,
$9.0,8362366,$17.0,8442525,$24.0,8396145,
$9.0,8362367,$17.0,8443023,$24.0,8396145,
$9.0,8393722,$17.0,8442524,$24.0,8396144,
$9.0,8393722,$17.0,8450594,$24.0,8396655,
$9.0,8393722,$17.0,8450594,$24.0,8396653,
$9.0,8394516,$17.0,8450822,$24.0,8396690,
$9.0,8394498,$17.0,8450594,$24.0,8396624,
$8.5,8054653,$17.0,8457016,$24.0,8396464,
$8.5,8346742,$17.0,8474280,$24.0,8396654,
$8.5,7942559,$17.0,8474282,$24.0,8396658,
$8.5,7942559,$17.0,8474296,$24.0,8396668,
$8.5,7942615,$17.0,8478499,$24.0,8396696,
$8.5,8346742,$17.25,7136732,$24.0,8396691,
$8.5,8346742,,,$24.0,8271484,
$8.5,7942669,,,$24.0,8397624,
$8.5,7942669,,,$24.0,8401357,
$8.5,7942669,,,$24.0,8401357,
$8.5,7942722,,,$24.0,8401858,
$8.5,7942722,,,$24.0,8403578,
$8.5,7942669,,,$24.0,8405593,
$8.5,7942669,,,$24.0,8403575,
$8.5,7942722,,,$24.0,8403573,
$8.5,7942722,,,$24.0,8403591,
$8.5,8054653,,,$24.0,8403578,
$8.5,7942227,,,$24.0,8403590,
$8.5,7942615,,,$24.0,8403535,
$8.5,7942722,,,$24.0,8403576,
$8.5,7942559,,,$24.0,8403536,
$8.5,7942615,,,$24.0,8403539,
$8.5,7942615,,,$24.0,8403589,
$8.5,8333620,,,$24.0,8405521,
$8.5,7942525,,,$24.0,8404228,
$8.5,7942227,,,$24.0,8405609,
$8.5,7942213,,,$24.0,8405609,
$8.5,8041301,,,$24.0,8405640,
$8.5,8041301,,,$24.0,8406626,
$8.5,8041301,,,$24.0,8406791,
$8.5,8041301,,,$24.0,7775028,
$8.5,8041301,,,$24.0,8411138,
$8.5,8333620,,,$24.0,8411137,
$8.5,8054653,,,$24.0,8165318,
$8.5,7942669,,,$24.0,8411141,
$8.5,7942669,,,$24.0,8411139,
$8.5,7942525,,,$24.0,8350157,
$8.5,7942669,,,$24.0,8350157,
$8.5,7942305,,,$24.0,8413405,
$8.5,7942669,,,$24.0,8413404,
$8.5,7942669,,,$24.0,8413405,
$8.5,8041301,,,$24.0,8413404,
$8.5,7942213,,,$24.0,8415175,
$8.5,7942669,,,$24.0,8415193,
$8.5,7942213,,,$24.0,8220889,
$8.5,7942559,,,$24.0,8415193,
$8.5,7942615,,,$24.0,8415193,
$8.5,8333620,,,$24.0,8417075,
$8.5,7942213,,,$24.0,8417000,
$8.5,7942559,,,$24.0,8417000,
$8.5,7942559,,,$24.0,8417247,
$8.5,7942615,,,$24.0,8417000,
$8.5,8333620,,,$24.0,8220889,
$8.5,7942227,,,$24.0,8416933,
$8.5,7942213,,,$24.0,8417247,
$8.5,7942615,,,$24.0,8252691,
$8.5,7942615,,,$24.0,8416933,
$8.5,7942559,,,$24.0,8417246,
$8.5,7942559,,,$24.0,8417075,
$8.5,8333620,,,$24.0,8417812,
$8.5,7942213,,,$24.0,8416933,
$8.5,7942227,,,$24.0,8417775,
$8.5,8333620,,,$24.0,8417247,
$8.5,7942213,,,$24.0,8250113,
$8.5,7942615,,,$24.0,8417246,
$8.5,7942213,,,$24.0,8337834,
$8.5,7942559,,,$24.0,8417775,
$8.5,7942227,,,$24.0,8016499,
$8.5,7942213,,,$24.0,8421442,
$8.5,8041301,,,$24.0,8421443,
$8.5,7942669,,,$24.0,8421443,
$8.5,8054653,,,$24.0,8421442,
$8.5,7942559,,,$24.0,8421467,
$8.5,8333620,,,$24.0,8421465,
$8.5,7942559,,,$24.0,8418363,
$8.5,8254929,,,$24.0,8421465,
$8.5,7942669,,,$24.0,8417812,
$8.5,8054653,,,$24.0,8417775,
$8.5,8254931,,,$24.0,8337835,
$8.5,8346742,,,$24.0,8418363,
$8.5,7942669,,,$24.0,8421688,
$8.5,8254928,,,$24.0,8421687,
$8.5,7942615,,,$24.0,8422101,
$8.5,8304684,,,$24.0,8422101,
$8.5,8304700,,,$24.0,8421807,
$8.5,8304684,,,$24.0,8421806,
$8.5,8304700,,,$24.0,8421806,
$8.5,8321567,,,$24.0,8421807,
$8.5,8321555,,,$24.0,8421819,
$8.5,8321555,,,$24.0,8423374,
$8.5,8321555,,,$24.0,8423374,
$8.5,8324784,,,$24.0,8423626,
$8.5,8324784,,,$24.0,8423626,
$8.5,8324784,,,$24.0,8423374,
$8.5,8324784,,,$24.0,8423626,
$8.5,8324784,,,$24.0,8424020,
$8.5,7942305,,,$24.0,8424324,
$8.5,7942305,,,$24.0,8424324,
$8.5,8324784,,,$24.0,8424727,
$8.5,8326596,,,$24.0,8424020,
,,,,$24.0,8424664,
,,,,$24.0,8424674,
,,,,$24.0,8426485,
,,,,$24.0,8426911,
,,,,$24.0,8429225,
,,,,$24.0,8429225,
,,,,$24.0,8429225,
,,,,$24.0,8429225,
,,,,$24.0,8429225,
,,,,$24.0,8429225,
,,,,$24.0,8429225,
,,,,$24.0,8429225,
,,,,$24.0,8431527,
,,,,$24.0,8431477,
,,,,$24.0,8432611,
,,,,$24.0,8431473,
,,,,$24.0,8431463,
,,,,$24.0,8432180,
,,,,$24.0,8433296,
,,,,$24.0,8433298,
,,,,$24.0,8437037,
,,,,$24.0,8437037,
,,,,$24.0,8437037,
,,,,$24.0,8437359,
,,,,$24.0,8437358,
,,,,$24.0,8437315,
,,,,$24.0,8437359,
,,,,$24.0,8437358,
,,,,$24.0,8437359,
,,,,$24.0,8437611,
,,,,$24.0,8437611,
,,,,$24.0,8437611,
,,,,$24.0,8282184,
,,,,$24.0,8440404,
,,,,$24.0,8440382,
,,,,$24.0,8440391,
,,,,$24.0,8440404,
,,,,$24.0,8442591,
,,,,$24.0,8443878,
,,,,$24.0,8443885,
,,,,$24.0,8443879,
,,,,$24.0,8443885,
,,,,$24.0,8443885,
,,,,$24.0,8443885,
,,,,$24.0,8443877,
,,,,$24.0,8446325,
,,,,$24.0,8443885,
,,,,$24.0,8446724,
,,,,$24.0,8446327,
,,,,$23.5,7534314,
,,,,$23.5,7522789,
,,,,$23.5,7522787,
,,,,$23.5,8077695,
,,,,$23.5,8394562,
,,,,$23.5,8394562,
,,,,$23.5,8493006,
,,,,$23.75,8419620,
,,,,$23.85,8414548,
,,,,$23.9,8129214,
,,,,$23.9,8258950,
,,,,$23.9,8306543,
,,,,$23.95,7160395,
,,,,$23.95,8077878,
,,,,$23.95,8169320,
,,,,$23.95,8169319,
,,,,$23.95,8169321,
,,,,$23.95,8169319,
,,,,$23.95,8169320,
,,,,$23.95,8342819,
,,,,$23.95,8342972,
,,,,$23.95,8389126,
,,,,$23.95,8389126,
,,,,$23.95,8389126,
,,,,$23.95,8389126,
,,,,$23.95,8389126,
,,,,$23.95,8389126,
,,,,$23.99,7486137,
,,,,$23.99,7486137,
,,,,$23.99,7486137,
,,,,$23.99,7486137,
,,,,$23.99,7486137,
,,,,$23.99,8062270,
,,,,$23.99,8147047,
,,,,$23.99,7486137,
,,,,$23.99,7486137,
,,,,$23.99,8241750,
,,,,$23.99,8428519,
,,,,$23.99,8428516,
,,,,$23.99,8428518,
,,,,$23.99,8428517,
,,,,$23.99,8474710,
,,,,$23.99,8474689,
,,,,$23.99,8474715,
,,,,$24.0,7279259,
,,,,$24.0,7279256,
,,,,$24.0,7279259,
,,,,$24.0,7279256,
,,,,$24.0,7279259,
,,,,$24.0,7279256,
,,,,$24.0,7340548,
,,,,$24.0,7404344,
,,,,$24.0,7466001,
,,,,$24.0,7466018,
,,,,$24.0,7466001,
,,,,$24.0,7466001,
,,,,$24.0,7466001,
,,,,$24.0,7488794,
,,,,$24.0,7466001,
,,,,$24.0,7522183,
,,,,$24.0,7531129,
,,,,$24.0,7531131,
,,,,$24.0,7540504,
,,,,$24.0,7540504,
,,,,$24.0,7548975,
,,,,$24.0,7539908,
,,,,$24.0,7539908,
,,,,$24.0,7548280,
,,,,$24.0,7539908,
,,,,$24.0,7548281,
,,,,$24.0,7556870,
,,,,$24.0,7556865,
,,,,$24.0,7559934,
,,,,$24.0,7556865,
,,,,$24.0,7556870,
,,,,$24.0,7548281,
,,,,$24.0,7556865,
,,,,$24.0,7556867,
,,,,$24.0,7574363,
,,,,$24.0,7605413,
,,,,$24.0,7597385,
,,,,$24.0,7540504,
,,,,$24.0,7597385,
,,,,$24.0,7605413,
,,,,$24.0,7548281,
,,,,$24.0,7666178,
,,,,$24.0,7666178,
,,,,$24.0,7539908,
,,,,$24.0,7711097,
,,,,$24.0,7669424,
,,,,$24.0,7556870,
,,,,$24.0,7556870,
,,,,$24.0,7556870,
,,,,$24.0,7556870,
,,,,$24.0,7556867,
,,,,$24.0,7556867,
,,,,$24.0,7705380,
,,,,$24.0,7705409,
,,,,$24.0,8169534,
,,,,$24.0,8173799,
,,,,$24.0,8176440,
,,,,$24.0,8175313,
,,,,$24.0,8176410,
,,,,$24.0,8176424,
,,,,$24.0,8245765,
,,,,$24.0,8146653,
,,,,$24.0,8196811,
,,,,$24.0,8196830,
,,,,$24.0,8196821,
,,,,$24.0,8196833,
,,,,$24.0,8202178,
,,,,$24.0,7817984,
,,,,$24.0,8203129,
,,,,$24.0,8196797,
,,,,$24.0,8196831,
,,,,$24.0,8202734,
,,,,$24.0,8203424,
,,,,$24.0,8203129,
,,,,$24.0,8200960,
,,,,$24.0,8200960,
,,,,$24.0,8202734,
,,,,$24.0,8196821,
,,,,$24.0,8196820,
,,,,$24.0,8196833,
,,,,$24.0,8196820,
,,,,$24.0,8196830,
,,,,$24.0,7817985,
,,,,$24.0,8202734,
,,,,$24.0,8205667,
,,,,$24.0,8205670,
,,,,$24.0,8205670,
,,,,$24.0,8200960,
,,,,$24.0,8200960,
,,,,$24.0,8203054,
,,,,$24.0,8203128,
,,,,$24.0,8205667,
,,,,$24.0,8202178,
,,,,$24.0,8121493,
,,,,$24.0,8207305,
,,,,$24.0,8207305,
,,,,$24.0,8207305,
,,,,$24.0,8207305,
,,,,$24.0,8207305,
,,,,$24.0,8077617,
,,,,$24.0,8215009,
,,,,$24.0,8220663,
,,,,$24.0,8220889,
,,,,$24.0,8222638,
,,,,$24.0,8220663,
,,,,$24.0,8223496,
,,,,$24.0,8220663,
,,,,$24.0,8220663,
,,,,$24.0,8222638,
,,,,$24.0,8222638,
,,,,$24.0,8223497,
,,,,$24.0,8223555,
,,,,$24.0,8222638,
,,,,$24.0,8222638,
,,,,$24.0,8222638,
,,,,$24.0,8222638,
,,,,$24.0,8223568,
,,,,$24.0,8223555,
,,,,$24.0,8222638,
,,,,$24.0,8222638,
,,,,$24.0,8222638,
,,,,$24.0,8223661,
,,,,$24.0,8223496,
,,,,$24.0,8232683,
,,,,$24.0,8232683,
,,,,$24.0,8232683,
,,,,$24.0,8232683,
,,,,$24.0,8235213,
,,,,$24.0,8235213,
,,,,$24.0,8235159,
,,,,$24.0,8237274,
,,,,$24.0,8237290,
,,,,$24.0,7463386,
,,,,$24.0,7463386,
,,,,$24.0,8249648,
,,,,$24.0,8249648,
,,,,$24.0,8249870,
,,,,$24.0,8249881,
,,,,$24.0,8249870,
,,,,$24.0,8246189,
,,,,$24.0,8246189,
,,,,$24.0,8255000,
,,,,$24.0,8249870,
,,,,$24.0,8252793,
,,,,$24.0,8255004,
,,,,$24.0,8249647,
,,,,$24.0,8249881,
,,,,$24.0,8252791,
,,,,$24.0,7905004,
,,,,$24.0,7905004,
,,,,$24.0,7905023,
,,,,$24.0,7905023,
,,,,$24.0,7905027,
,,,,$24.0,7905004,
,,,,$24.0,8446725,
,,,,$24.0,8448496,
,,,,$24.0,8450748,
,,,,$24.0,8452268,
,,,,$24.0,8448496,
,,,,$24.0,8452399,
,,,,$24.0,8452399,
,,,,$24.0,8452399,
,,,,$24.0,8450748,
,,,,$24.0,8454243,
,,,,$24.0,8454247,
,,,,$24.0,8453096,
,,,,$24.0,8453130,
,,,,$24.0,8417770,
,,,,$24.0,8465455,
,,,,$24.0,8469240,
,,,,$24.0,8469409,
,,,,$24.0,8468731,
,,,,$24.0,8468837,
,,,,$24.0,8469911,
,,,,$24.0,8469364,
,,,,$24.0,8469911,
,,,,$24.0,8471079,
,,,,$24.0,8469869,
,,,,$24.0,8469867,
,,,,$24.0,8469868,
,,,,$24.0,8469867,
,,,,$24.0,8471079,
,,,,$24.0,8482394,
,,,,$24.0,8482391,
,,,,$24.0,8496522,
,,,,$24.0,8493012,
,,,,$24.0,8496407,
,,,,$24.0,8496521,
,,,,$24.0,8354310,
,,,,$24.0,8354328,
,,,,$24.0,8354328,
,,,,$24.0,8360317,
,,,,$24.0,8360317,
,,,,$24.0,8360317,
,,,,$24.0,8361432,
,,,,$24.0,8361432,
,,,,$24.0,8362472,
,,,,$24.0,8313641,
,,,,$24.0,8364843,
,,,,$24.0,8309590,
,,,,$24.0,8364840,
,,,,$24.0,8364842,
,,,,$24.0,8364840,
,,,,$24.0,8364843,
,,,,$24.0,8309590,
,,,,$24.0,8366901,
,,,,$24.0,8366921,
,,,,$24.0,8364839,
,,,,$24.0,8364839,
,,,,$24.0,8364841,
,,,,$24.0,8368766,
,,,,$24.0,8368766,
,,,,$24.0,8077896,
,,,,$24.0,8366891,
,,,,$24.0,8364838,
,,,,$24.0,8366891,
,,,,$24.0,8364841,
,,,,$24.0,8366921,
,,,,$24.0,8366921,
,,,,$24.0,8364842,
,,,,$24.0,8364838,
,,,,$24.0,8369571,
,,,,$24.0,8369568,
,,,,$24.0,7671295,
,,,,$24.0,8309592,
,,,,$24.0,8366901,
,,,,$24.0,8309592,
,,,,$24.0,8369502,
,,,,$24.0,8369502,
,,,,$24.0,8367722,
,,,,$24.0,8369570,
,,,,$24.0,8369569,
,,,,$24.0,8369367,
,,,,$24.0,8369367,
,,,,$24.0,8369663,
,,,,$24.0,8369664,
,,,,$24.0,8369815,
,,,,$24.0,8371213,
,,,,$24.0,8371213,
,,,,$24.0,8371213,
,,,,$24.0,8114867,
,,,,$24.0,8372665,
,,,,$24.0,8372665,
,,,,$24.0,8372665,
,,,,$24.0,8372665,
,,,,$24.0,8372665,
,,,,$24.0,8374140,
,,,,$24.0,8374133,
,,,,$24.0,8374140,
,,,,$24.0,8374133,
,,,,$24.0,8375642,
,,,,$24.0,8309592,
,,,,$24.0,8375642,
,,,,$24.0,8375642,
,,,,$24.0,8375642,
,,,,$24.0,8375642,
,,,,$24.0,8375658,
,,,,$24.0,8235213,
,,,,$24.0,8375642,
,,,,$24.0,8235213,
,,,,$24.0,8376585,
,,,,$24.0,8379448,
,,,,$24.0,8287993,
,,,,$24.0,8379504,
,,,,$24.0,8379448,
,,,,$24.0,8379504,
,,,,$24.0,8382426,
,,,,$24.0,8382417,
,,,,$24.0,8379515,
,,,,$24.0,8382150,
,,,,$24.0,8382150,
,,,,$24.0,8382150,
,,,,$24.0,8384535,
,,,,$24.0,7874968,
,,,,$24.0,8146653,
,,,,$24.0,8146653,
,,,,$24.0,8384535,
,,,,$24.0,8384535,
,,,,$24.0,8146653,
,,,,$24.0,8385340,
,,,,$24.0,8385503,
,,,,$24.0,8385504,
,,,,$24.0,8312989,
,,,,$24.0,8386781,
,,,,$24.0,8387423,
,,,,$24.0,8387451,
,,,,$24.0,8387464,
,,,,$24.0,8387423,
,,,,$24.0,8017883,
,,,,$24.0,8017873,
,,,,$24.0,8017891,
,,,,$24.0,8024200,
,,,,$24.0,8024200,
,,,,$24.0,8024200,
,,,,$24.0,8030625,
,,,,$24.0,8030580,
,,,,$24.0,8030625,
,,,,$24.0,8037518,
,,,,$24.0,8037543,
,,,,$24.0,8037518,
,,,,$24.0,8037639,
,,,,$24.0,8037518,
,,,,$24.0,8037644,
,,,,$24.0,8037644,
,,,,$24.0,8037639,
,,,,$24.0,8037644,
,,,,$24.0,8037639,
,,,,$24.0,8037644,
,,,,$24.0,8037639,
,,,,$24.0,8037639,
,,,,$24.0,8039591,
,,,,$24.0,8039591,
,,,,$24.0,7722664,
,,,,$24.0,7925345,
,,,,$24.0,8048080,
,,,,$24.0,8048141,
,,,,$24.0,8048157,
,,,,$24.0,8048061,
,,,,$24.0,8048080,
,,,,$24.0,8048145,
,,,,$24.0,8048139,
,,,,$24.0,8054129,
,,,,$24.0,8051721,
,,,,$24.0,8055549,
,,,,$24.0,8055549,
,,,,$24.0,8054121,
,,,,$24.0,8059113,
,,,,$24.0,8055549,
,,,,$24.0,8075630,
,,,,$24.0,8077617,
,,,,$24.0,8065684,
,,,,$24.0,8066566,
,,,,$24.0,8065689,
,,,,$24.0,8065944,
,,,,$24.0,8123869,
,,,,$24.0,8123869,
,,,,$24.0,8115589,
,,,,$24.0,8115592,
,,,,$24.0,8115593,
,,,,$24.0,8115595,
,,,,$24.0,8124595,
,,,,$24.0,8090212,
,,,,$24.0,8121493,
,,,,$24.0,8121493,
,,,,$24.0,8090212,
,,,,$24.0,8110317,
,,,,$24.0,8110317,
,,,,$24.0,8174119,
,,,,$24.0,8149562,
,,,,$24.0,8091979,
,,,,$24.0,8106103,
,,,,$24.0,8127281,
,,,,$24.0,8139582,
,,,,$24.0,7919311,
,,,,$24.0,8142273,
,,,,$24.0,8142273,
,,,,$24.0,8143023,
,,,,$24.0,8146533,
,,,,$24.0,8146533,
,,,,$24.0,8149562,
,,,,$24.0,8149563,
,,,,$24.0,8149563,
,,,,$24.0,8149561,
,,,,$24.0,8152601,
,,,,$24.0,8152601,
,,,,$24.0,8153259,
,,,,$24.0,8162838,
,,,,$24.0,8165296,
,,,,$24.0,8165308,
,,,,$24.0,8165292,
,,,,$24.0,8165289,
,,,,$24.0,8191574,
,,,,$24.0,8165309,
,,,,$24.0,8165294,
,,,,$24.0,8165297,
,,,,$24.0,8166055,
,,,,$24.0,8191539,
,,,,$24.0,8166031,
,,,,$24.0,8165939,
,,,,$24.0,8166029,
,,,,$24.0,8191574,
,,,,$24.0,8191532,
,,,,$24.0,8166030,
,,,,$24.0,8166054,
,,,,$24.0,8191542,
,,,,$24.0,8191538,
,,,,$24.0,8166289,
,,,,$24.0,8191516,
,,,,$24.0,7705410,
,,,,$24.0,7722664,
,,,,$24.0,7722664,
,,,,$24.0,7705505,
,,,,$24.0,7705505,
,,,,$24.0,7671597,
,,,,$24.0,7658851,
,,,,$24.0,7539908,
,,,,$24.0,7548281,
,,,,$24.0,7705379,
,,,,$24.0,7708099,
,,,,$24.0,7463386,
,,,,$24.0,7463386,
,,,,$24.0,7548281,
,,,,$24.0,7722277,
,,,,$24.0,7722277,
,,,,$24.0,7743118,
,,,,$24.0,7466001,
